Party (partija),Candidate (kandidatas),Post Election No (numeris prieš rinkimus),Pre Election No (numeris po rinkimų)
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""",Bronislava DAUNORIENĖ,125,122
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""",Mantas URBONAS,126,123
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""",Egidijus SINKEVIČIUS,127,124
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""",Nerijus BUCYLINAS,128,125
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""",Darius VARNAS,129,127
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""",Antanas ČEBATARIŪNAS,130,130
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""",Gintaras EIGIRDAS,131,131
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""",Vladas TURČINAVIČIUS,132,132
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""",Rimantas MATULIS,133,133
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""",Šarūnas LAUŽADIS,134,134
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""",Tatjana ŠČIURINA,135,135
Partija „Jaunoji Lietuva“,Stanislovas BUŠKEVIČIUS,1,1
Partija „Jaunoji Lietuva“,Stasys BUŠKEVIČIUS,2,2
Partija „Jaunoji Lietuva“,Aušrys KRIŠČIŪNAS,3,3
Partija „Jaunoji Lietuva“,Raimundas KAMINSKAS,4,4
Partija „Jaunoji Lietuva“,Raimundas MILADAUSKAS,5,5
Partija „Jaunoji Lietuva“,Edita SMETONAITĖ,6,10
Partija „Jaunoji Lietuva“,Simona STINSKAITĖ,7,7
Partija „Jaunoji Lietuva“,Kęstutis MIŠKINIS,8,8
Partija „Jaunoji Lietuva“,Lijana JASKŪNAITĖ,9,9
Partija „Jaunoji Lietuva“,Dainius BIKULIČIUS,10,6
Partija „Jaunoji Lietuva“,Raimundas VAITKEVIČIUS,11,15
Partija „Jaunoji Lietuva“,Arminas ŠAULYS,12,31
Partija „Jaunoji Lietuva“,Vida IVAŠKIENĖ,13,11
Partija „Jaunoji Lietuva“,Tomas ŠVILPAUSKAS,14,14
Partija „Jaunoji Lietuva“,Inga KRIŠČIŪNIENĖ,15,29
Partija „Jaunoji Lietuva“,Juozas BAJORAS,16,20
Partija „Jaunoji Lietuva“,Mindaugas RIMKEVIČIUS,17,30
Partija „Jaunoji Lietuva“,Vitas SMILGYS,18,12
Partija „Jaunoji Lietuva“,Vladas TUMĖNAS,19,19
Partija „Jaunoji Lietuva“,Laura RUTKAUSKIENĖ,20,18
Partija „Jaunoji Lietuva“,Aimantas GEČIAUSKAS,21,13
Partija „Jaunoji Lietuva“,Eglė KNIEČIŪNAITĖ,22,24
Partija „Jaunoji Lietuva“,Donata VAIČYTĖ-MARTINKIENĖ,23,16
Partija „Jaunoji Lietuva“,Roberta KLIMAVIČIŪTĖ,24,22
Partija „Jaunoji Lietuva“,Egidijus ŠVĖGŽDA,25,27
Partija „Jaunoji Lietuva“,Marijus ŠIRVAITIS,26,23
Partija „Jaunoji Lietuva“,Eglė Ernesta LUMBIENĖ,27,17
Partija „Jaunoji Lietuva“,Emilija PRIŠMONTAITĖ,28,25
Partija „Jaunoji Lietuva“,Ramunė ŠVILPAUSKIENĖ,29,28
Partija „Jaunoji Lietuva“,Antanas MALEVIČIUS,30,21
Partija „Jaunoji Lietuva“,Jadvyga GEČIAUSKIENĖ,31,26
Partija Tvarka ir teisingumas,Valentinas MAZURONIS,1,1
Partija Tvarka ir teisingumas,Julius VESELKA,2,8
Partija Tvarka ir teisingumas,Petras GRAŽULIS,3,11
Partija Tvarka ir teisingumas,Andrius MAZURONIS,4,18
Partija Tvarka ir teisingumas,Remigijus ŽEMAITAITIS,5,10
Partija Tvarka ir teisingumas,Kęstas KOMSKIS,6,3
Partija Tvarka ir teisingumas,Remigijus AČAS,7,4
Partija Tvarka ir teisingumas,Ona VALIUKEVIČIŪTĖ,8,6
Partija Tvarka ir teisingumas,Vytautas KAMBLEVIČIUS,9,2
Partija Tvarka ir teisingumas,Rimas Antanas RUČYS,10,5
Partija Tvarka ir teisingumas,Egidijus KLUMBYS,11,20
Partija Tvarka ir teisingumas,Romualdas GINEVIČIUS,12,9
Partija Tvarka ir teisingumas,Dailis Alfonsas BARAKAUSKAS,13,7
Partija Tvarka ir teisingumas,Vaidas PAVILONIS,14,44
Partija Tvarka ir teisingumas,Artūras RAZBADAUSKAS,15,13
Partija Tvarka ir teisingumas,Sigitas KARBAUSKAS,16,43
Partija Tvarka ir teisingumas,Aušra RUČIENĖ,17,24
Partija Tvarka ir teisingumas,Aldona Ona RADČENKO,18,33
Partija Tvarka ir teisingumas,Almantas PETKUS,19,15
Partija Tvarka ir teisingumas,Algimantas DUMBRAVA,20,19
Partija Tvarka ir teisingumas,Liveta KAZLAUSKIENĖ,21,52
Partija Tvarka ir teisingumas,Daiva MATONIENĖ,22,23
Partija Tvarka ir teisingumas,Egidijus VILIMAS,23,14
Partija Tvarka ir teisingumas,Vytautas GALVONAS,24,16
Partija Tvarka ir teisingumas,Artūras ORLAUSKAS,25,47
Partija Tvarka ir teisingumas,Gintautas LABANAUSKAS,26,17
Partija Tvarka ir teisingumas,Loreta JAKINEVIČIENĖ,27,38
Partija Tvarka ir teisingumas,Romas JANKAUSKAS,28,12
Partija Tvarka ir teisingumas,Aldona STAPONKIENĖ,29,26
Partija Tvarka ir teisingumas,Natalja ISTOMINA,30,34
Partija Tvarka ir teisingumas,Vytautas JUCIUS,31,84
Partija Tvarka ir teisingumas,Vygaudas MOLIS,32,30
Partija Tvarka ir teisingumas,Gintaras ŠURKUS,33,138
Partija Tvarka ir teisingumas,Vincas PLIKAITIS,34,28
Partija Tvarka ir teisingumas,Kęstutis BARTKEVIČIUS,35,36
Partija Tvarka ir teisingumas,Jolita VAICKIENĖ,36,39
Partija Tvarka ir teisingumas,Loreta KEKIENĖ,37,22
Partija Tvarka ir teisingumas,Irena SKERNEVIČIŪTĖ,38,25
Partija Tvarka ir teisingumas,Lina ŠUKYTĖ,39,63
Partija Tvarka ir teisingumas,Silverijus STATKUS,40,80
Partija Tvarka ir teisingumas,Osvaldas KATINAS,41,32
Partija Tvarka ir teisingumas,Kazys ZULONAS,42,42
Partija Tvarka ir teisingumas,Rolandas JONIKAITIS,43,21
Partija Tvarka ir teisingumas,Albinas KLIMAS,44,35
Partija Tvarka ir teisingumas,Pranas NORVILAS,45,56
Partija Tvarka ir teisingumas,Gediminas RUDŽIONIS,46,29
Partija Tvarka ir teisingumas,Kristina VAREIKIENĖ,47,37
Partija Tvarka ir teisingumas,Viktoras KURA,48,103
Partija Tvarka ir teisingumas,Algirdas ŽANDARAS,49,40
Partija Tvarka ir teisingumas,Vytautas VASILENKO,50,41
Partija Tvarka ir teisingumas,Kristina KRUPAVIČIENĖ,51,27
Partija Tvarka ir teisingumas,Algirdas GUDAITIS,52,45
Partija Tvarka ir teisingumas,Sigitas ČINGA,53,31
Partija Tvarka ir teisingumas,Raimondas BITINAS,54,66
Partija Tvarka ir teisingumas,Donatas MIZARAS,55,48
Partija Tvarka ir teisingumas,Edita RUDIENĖ,56,46
Partija Tvarka ir teisingumas,Romualdas JABLONSKIS,57,136
Partija Tvarka ir teisingumas,Edgaras MOLIS,58,134
Partija Tvarka ir teisingumas,Paulius PAULIONIS,59,137
Partija Tvarka ir teisingumas,Nina ŠESTERNIKOVA,60,65
Partija Tvarka ir teisingumas,Marius JUŠKEVIČIUS,61,57
Partija Tvarka ir teisingumas,Almantas JAKIMAVIČIUS,62,54
Partija Tvarka ir teisingumas,Aleksander POPLAVSKI,63,70
Partija Tvarka ir teisingumas,Leta KALINAUSKAITĖ,64,72
Partija Tvarka ir teisingumas,Daiva JUKNEVIČIENĖ,65,82
Partija Tvarka ir teisingumas,Vidmantas JAPERTAS,66,51
Partija Tvarka ir teisingumas,Dalia GRIGALIŪNIENĖ,67,71
Partija Tvarka ir teisingumas,Svetlana BABUJEVA,68,94
Partija Tvarka ir teisingumas,Donatas SENIKAS,69,55
Partija Tvarka ir teisingumas,Sonata RUDŽIANSKIENĖ,70,53
Partija Tvarka ir teisingumas,Birutė KAVOLIENĖ,71,88
Partija Tvarka ir teisingumas,Rasa LUCINAVIČIENĖ,72,67
Partija Tvarka ir teisingumas,Raimonda KAROSAITĖ,73,64
Partija Tvarka ir teisingumas,Algimantas ADOMAITIS,74,73
Partija Tvarka ir teisingumas,Rita LATVIŪNIENĖ,75,50
Partija Tvarka ir teisingumas,Audronė BERESNEVIČIENĖ,76,68
Partija Tvarka ir teisingumas,Regina KULEŠIENĖ,77,102
Partija Tvarka ir teisingumas,Liucija BORUSEVIČIENĖ,78,58
Partija Tvarka ir teisingumas,Algimantas JUOCEVIČIUS,79,49
Partija Tvarka ir teisingumas,Danas DAMBRAUSKAS,80,61
Partija Tvarka ir teisingumas,Algirdas GENEVIČIUS,81,62
Partija Tvarka ir teisingumas,Ona GIEDRIENĖ,82,59
Partija Tvarka ir teisingumas,Žydrė NUTAUTIENĖ,83,135
Partija Tvarka ir teisingumas,Vytautas NARUŠIS,84,105
Partija Tvarka ir teisingumas,Vidas ANILIONIS,85,74
Partija Tvarka ir teisingumas,Marius JUKONIS,86,75
Partija Tvarka ir teisingumas,Juozas ČERNIAUSKAS,87,130
Partija Tvarka ir teisingumas,Ramojus GIRINSKAS,88,69
Partija Tvarka ir teisingumas,Kęstutis JASEVIČIUS,89,60
Partija Tvarka ir teisingumas,Rimvydas VELYKIS,90,85
Partija Tvarka ir teisingumas,Petras BERESNEVIČIUS,91,76
Partija Tvarka ir teisingumas,Anatolij PARAMONOV,92,92
Partija Tvarka ir teisingumas,Aleksas KARALAVIČIUS,93,79
Partija Tvarka ir teisingumas,Juozas ROKAS,94,93
Partija Tvarka ir teisingumas,Saulius ŠIURYS,95,99
Partija Tvarka ir teisingumas,Eglė MITKIENĖ,96,91
Partija Tvarka ir teisingumas,Tomas JAKAVIČIUS,97,78
Partija Tvarka ir teisingumas,Eugenijus POVILONIS,98,113
Partija Tvarka ir teisingumas,Henrikas MACKELA,99,100
Partija Tvarka ir teisingumas,Luana PALUKAITIENĖ,100,112
Partija Tvarka ir teisingumas,Ignas JONUŠAS,101,83
Partija Tvarka ir teisingumas,Vygantas JAKŠTAS,102,86
Partija Tvarka ir teisingumas,Laima ALBINSKIENĖ,103,120
Partija Tvarka ir teisingumas,Irena GAILIUTĖ,104,125
Partija Tvarka ir teisingumas,Danius KANAUKA,105,116
Partija Tvarka ir teisingumas,Eduard MELNIKOV,106,132
Partija Tvarka ir teisingumas,Rima ŠULGIENĖ,107,133
Partija Tvarka ir teisingumas,Valdas RAČKAUSKAS,108,104
Partija Tvarka ir teisingumas,Kęstutis GUDELEVIČIUS,109,81
Partija Tvarka ir teisingumas,Tomas ARMONAVIČIUS,110,97
Partija Tvarka ir teisingumas,Indrė BUTVILĖ,111,127
Partija Tvarka ir teisingumas,Franc JAKUBOVSKIJ,112,77
Partija Tvarka ir teisingumas,Juras ANDRIUKAITIS,113,118
Partija Tvarka ir teisingumas,Egidijus URNA,114,123
Partija Tvarka ir teisingumas,Gedvydas CELIEŠIUS,115,87
Partija Tvarka ir teisingumas,Rimvydas ANUSAUSKAS,116,131
Partija Tvarka ir teisingumas,Danutė VOVERIENĖ,117,117
Partija Tvarka ir teisingumas,Karolina Aleksandra LUKAŠEVIČIŪTĖ,118,98
Partija Tvarka ir teisingumas,Alvydas JONAITIS,119,106
Partija Tvarka ir teisingumas,Benediktas PAULAUSKAS,120,119
Partija Tvarka ir teisingumas,Benjaminas KUJAVSKIS,121,121
Partija Tvarka ir teisingumas,Vytautas JAZUKEVIČIUS,122,114
Partija Tvarka ir teisingumas,Vitalija LUKŠIENĖ,123,95
Partija Tvarka ir teisingumas,Inga KAROSEVIČIŪTĖ,124,124
Partija Tvarka ir teisingumas,Pranas SASNAUSKAS,125,110
Partija Tvarka ir teisingumas,Alvydas MALINAUSKAS,126,128
Partija Tvarka ir teisingumas,Romualdas JASMANTAS,127,126
Partija Tvarka ir teisingumas,Reimontas DEVENIS,128,90
Partija Tvarka ir teisingumas,Lina PETKŪNIENĖ,129,107
Partija Tvarka ir teisingumas,Sangedas PORTOPAS,130,111
Partija Tvarka ir teisingumas,Viktoras KAZAKEVIČIUS,131,96
Partija Tvarka ir teisingumas,Žibuoklė SENIKIENĖ,132,89
Partija Tvarka ir teisingumas,Andrius GRITĖNAS,133,101
Partija Tvarka ir teisingumas,Vladas VAŽNEVIČIUS,134,108
Partija Tvarka ir teisingumas,Algirdas CEGELIS,135,109
Partija Tvarka ir teisingumas,Vincas METRIKIS,136,115
Partija Tvarka ir teisingumas,Remigijus BUOŽIUS,137,122
Partija Tvarka ir teisingumas,Stanislav LADINSKIJ,138,129
Politinė partija „Sąjunga Taip“,Artūras ZUOKAS,1,1
Politinė partija „Sąjunga Taip“,Agnė ZUOKIENĖ,2,4
Politinė partija „Sąjunga Taip“,Žilvinas ŠILGALIS,3,2
Politinė partija „Sąjunga Taip“,Miroslavas MONKEVIČIUS,4,3
Politinė partija „Sąjunga Taip“,Ligitas KERNAGIS,5,5
Politinė partija „Sąjunga Taip“,Rūta VANAGAITĖ,6,7
Politinė partija „Sąjunga Taip“,Žydrūnas SAVICKAS,7,10
Politinė partija „Sąjunga Taip“,Donatas PILINKUS,8,6
Politinė partija „Sąjunga Taip“,Povilas MAČIULIS,9,11
Politinė partija „Sąjunga Taip“,Rosvaldas GORBAČIOVAS,10,20
Politinė partija „Sąjunga Taip“,Jūratė MATEKONIENĖ,11,9
Politinė partija „Sąjunga Taip“,Laimas DIENINIS,12,18
Politinė partija „Sąjunga Taip“,Saulius SKAMBINAS,13,22
Politinė partija „Sąjunga Taip“,Michail OLISOV,14,25
Politinė partija „Sąjunga Taip“,Jonas JUODKA,15,21
Politinė partija „Sąjunga Taip“,Vytautas KURPUVESAS,16,8
Politinė partija „Sąjunga Taip“,Petras NAUSĖDA,17,44
Politinė partija „Sąjunga Taip“,Arvydas JAKAS,18,15
Politinė partija „Sąjunga Taip“,Antanas NAUJOKAS,19,16
Politinė partija „Sąjunga Taip“,Aleksandras BOJAROVAS,20,49
Politinė partija „Sąjunga Taip“,Vasilij FIODOROV,21,75
Politinė partija „Sąjunga Taip“,Darius MASKOLIŪNAS,22,140
Politinė partija „Sąjunga Taip“,Židrūnas GARŠVA,23,141
Politinė partija „Sąjunga Taip“,Martynas NAGEVIČIUS,24,27
Politinė partija „Sąjunga Taip“,Zita UŽLYTĖ,25,17
Politinė partija „Sąjunga Taip“,Andrejus ZADNEPROVSKIS,26,139
Politinė partija „Sąjunga Taip“,Olga GORŠKOVA,27,19
Politinė partija „Sąjunga Taip“,Edgaras STANIŠAUSKAS,28,14
Politinė partija „Sąjunga Taip“,Audronė MALŪKIENĖ,29,23
Politinė partija „Sąjunga Taip“,Danutė BUDREIKAITĖ,30,12
Politinė partija „Sąjunga Taip“,Benas Renatas BALTUSIS,31,69
Politinė partija „Sąjunga Taip“,Saulius GEGIECKAS,32,13
Politinė partija „Sąjunga Taip“,Dainius VARNAS,33,26
Politinė partija „Sąjunga Taip“,Donatas VEČERSKIS,34,28
Politinė partija „Sąjunga Taip“,Robertas FILISTOVIČIUS,35,33
Politinė partija „Sąjunga Taip“,Dangis GUDELIS,36,36
Politinė partija „Sąjunga Taip“,Gintaras SODEIKA,37,40
Politinė partija „Sąjunga Taip“,Jonas MARCINKUS,38,30
Politinė partija „Sąjunga Taip“,Nerijus ŽILEVIČIUS,39,55
Politinė partija „Sąjunga Taip“,Vidmantas ŠIMKUS,40,31
Politinė partija „Sąjunga Taip“,Snaigė VALENTUKEVIČIENĖ,41,39
Politinė partija „Sąjunga Taip“,Tatjana ČERNIAVSKIENĖ,42,41
Politinė partija „Sąjunga Taip“,Vitalius BESAKIRSKAS,43,35
Politinė partija „Sąjunga Taip“,Tadas LABUTIS,44,100
Politinė partija „Sąjunga Taip“,Saulius PAUKŠTYS,45,77
Politinė partija „Sąjunga Taip“,Jevgenij GAGARIN,46,58
Politinė partija „Sąjunga Taip“,Angelė RUKŠTELIENĖ,47,29
Politinė partija „Sąjunga Taip“,Ruslan KOVALIOV,48,45
Politinė partija „Sąjunga Taip“,Stanislav TARASEVIČ,49,46
Politinė partija „Sąjunga Taip“,Beata LABUTYTĖ,50,43
Politinė partija „Sąjunga Taip“,Asta LUKOŠIŪNIENĖ,51,64
Politinė partija „Sąjunga Taip“,Eglė URBONIENĖ,52,51
Politinė partija „Sąjunga Taip“,Janė NARVILIENĖ,53,24
Politinė partija „Sąjunga Taip“,Edmundas BERNOTAS,54,80
Politinė partija „Sąjunga Taip“,Virginijus DASTIKAS,55,130
Politinė partija „Sąjunga Taip“,Aras KAIKARIS,56,48
Politinė partija „Sąjunga Taip“,Algimantas VAKARINAS,57,132
Politinė partija „Sąjunga Taip“,Kęstutis VAIŠVILA,58,83
Politinė partija „Sąjunga Taip“,Janina ŠIMKUVIENĖ,59,34
Politinė partija „Sąjunga Taip“,Svajūnas JUODKA,60,78
Politinė partija „Sąjunga Taip“,Simas BRUSOKAS,61,120
Politinė partija „Sąjunga Taip“,Indrė JAKAITYTĖ,62,133
Politinė partija „Sąjunga Taip“,Vilma VENSLOVAITIENĖ,63,90
Politinė partija „Sąjunga Taip“,Marius STANKEVIČIUS,64,32
Politinė partija „Sąjunga Taip“,Zofija ABECIŪNIENĖ,65,38
Politinė partija „Sąjunga Taip“,Nijolė DIRSIENĖ,66,107
Politinė partija „Sąjunga Taip“,Kęstutis NĖNIUS,67,131
Politinė partija „Sąjunga Taip“,Valdas KLIMANTAVIČIUS,68,129
Politinė partija „Sąjunga Taip“,Stasys ŽIRGULIS,69,136
Politinė partija „Sąjunga Taip“,Ona ŠIŠKIENĖ,70,42
Politinė partija „Sąjunga Taip“,Mantas PAULAUSKAS,71,96
Politinė partija „Sąjunga Taip“,Regina ŠIMANAUSKIENĖ,72,50
Politinė partija „Sąjunga Taip“,Daivis SUTKEVIČIUS,73,112
Politinė partija „Sąjunga Taip“,Mindaugas MIZGAITIS,74,138
Politinė partija „Sąjunga Taip“,Rolandas URNIEŽIUS,75,47
Politinė partija „Sąjunga Taip“,Inga SIMANONYTĖ,76,57
Politinė partija „Sąjunga Taip“,Jolita PELECKIENĖ,77,71
Politinė partija „Sąjunga Taip“,Gediminas KONTAUTAS,78,99
Politinė partija „Sąjunga Taip“,Jonas KUKLYS,79,67
Politinė partija „Sąjunga Taip“,Vidutis BAREIKIS,80,111
Politinė partija „Sąjunga Taip“,Ingrida VISOCKIENĖ,81,60
Politinė partija „Sąjunga Taip“,Algimantas LIUBINSKAS,82,66
Politinė partija „Sąjunga Taip“,Egidijus Antanas JOVAIŠA,83,73
Politinė partija „Sąjunga Taip“,Loreta RUPEIKIENĖ,84,53
Politinė partija „Sąjunga Taip“,Darius GIMŽAUSKAS,85,72
Politinė partija „Sąjunga Taip“,Eligijus DZEŽULSKIS-DUONYS,86,123
Politinė partija „Sąjunga Taip“,Virginijus LUKOŠIŪNAS,87,68
Politinė partija „Sąjunga Taip“,Virginijus ŠMIGELSKAS,88,84
Politinė partija „Sąjunga Taip“,Nomeda GUDELIENĖ,89,102
Politinė partija „Sąjunga Taip“,Vajonė STRIMAITIENĖ,90,101
Politinė partija „Sąjunga Taip“,Zenobija ŽEPNICKIENĖ,91,137
Politinė partija „Sąjunga Taip“,Alfredas ASTIKAS,92,59
Politinė partija „Sąjunga Taip“,Arturas NEMURA,93,88
Politinė partija „Sąjunga Taip“,Jevgenij GALIAUTDINOV,94,98
Politinė partija „Sąjunga Taip“,Ričardas JOVAIŠA,95,94
Politinė partija „Sąjunga Taip“,Jonas PŪKAS,96,79
Politinė partija „Sąjunga Taip“,Ernesta ARLAUSKAITĖ,97,127
Politinė partija „Sąjunga Taip“,Juozas ANTANAITIS,98,135
Politinė partija „Sąjunga Taip“,Vitalija ŠIMKIENĖ,99,85
Politinė partija „Sąjunga Taip“,Povilas ALEKSANDRAVIČIUS,100,37
Politinė partija „Sąjunga Taip“,Gediminas VASILIAUSKAS,101,125
Politinė partija „Sąjunga Taip“,Donatas RAMANAUSKAS,102,65
Politinė partija „Sąjunga Taip“,Erika Unė DOMARKIENĖ,103,82
Politinė partija „Sąjunga Taip“,Gintaras ŽANDARAVIČIUS,104,54
Politinė partija „Sąjunga Taip“,Saulius NARŪNAS,105,63
Politinė partija „Sąjunga Taip“,Aurimas MILKAUSKAS,106,115
Politinė partija „Sąjunga Taip“,Vaidotas VAITKEVIČIUS,107,52
Politinė partija „Sąjunga Taip“,Artūras VAŠKEVIČIUS,108,56
Politinė partija „Sąjunga Taip“,Audrius GOŠTAUTAS,109,61
Politinė partija „Sąjunga Taip“,Juozas JANKEVIČIUS,110,62
Politinė partija „Sąjunga Taip“,Edgaras VALECKAS,111,70
Politinė partija „Sąjunga Taip“,Rimas STANKŪNAS,112,74
Politinė partija „Sąjunga Taip“,Aleksandras Vytautas JAKELEVIČIUS,113,76
Politinė partija „Sąjunga Taip“,Marius KLIPČIUS,114,81
Politinė partija „Sąjunga Taip“,Saulius ANILIONIS,115,86
Politinė partija „Sąjunga Taip“,Irena SKAMBINIENĖ,116,87
Politinė partija „Sąjunga Taip“,Loreta KLIUKIENĖ,117,89
Politinė partija „Sąjunga Taip“,Virginija NAŠLĖNIENĖ,118,91
Politinė partija „Sąjunga Taip“,Stasė ŠIBAKOVSKIENĖ,119,92
Politinė partija „Sąjunga Taip“,Aldona KRASAUSKIENĖ,120,93
Politinė partija „Sąjunga Taip“,Marius TRINKŪNAS,121,95
Politinė partija „Sąjunga Taip“,Antanas Algis JANICKAS,122,97
Politinė partija „Sąjunga Taip“,Mečislovas SUBELIS,123,103
Politinė partija „Sąjunga Taip“,Laimonas BANKAUSKAS,124,104
Politinė partija „Sąjunga Taip“,Darius NIŪKLYS,125,105
Politinė partija „Sąjunga Taip“,Gitana GIMBUTIENĖ,126,106
Politinė partija „Sąjunga Taip“,Inga LEBEDNYKIENĖ,127,108
Politinė partija „Sąjunga Taip“,Leonas Kęstutis DUNAUSKAS,128,109
Politinė partija „Sąjunga Taip“,Rita GLAZER,129,110
Politinė partija „Sąjunga Taip“,Armandas KALYTIS,130,113
Politinė partija „Sąjunga Taip“,Dainius JUKNEVIČIUS,131,114
Politinė partija „Sąjunga Taip“,Artūras JACEVIČIUS,132,116
Politinė partija „Sąjunga Taip“,Simona STANČIKAITĖ,133,117
Politinė partija „Sąjunga Taip“,Mindaugas CESIULIS,134,118
Politinė partija „Sąjunga Taip“,Nerijus DUNAUSKAS,135,119
Politinė partija „Sąjunga Taip“,Gintautas ŠIVICKAS,136,121
Politinė partija „Sąjunga Taip“,Božena GRUODIENĖ,137,122
Politinė partija „Sąjunga Taip“,Martynas POŽAITIS,138,124
Politinė partija „Sąjunga Taip“,Almutė JUZĖNIENĖ,139,126
Politinė partija „Sąjunga Taip“,Algimantas ŠVENTICKAS,140,128
Politinė partija „Sąjunga Taip“,Daina URBANAVIČIENĖ,141,134
Respublikonų partija,Valdemaras VALKIŪNAS,1,1
Respublikonų partija,Stasys DANIUS,2,2
Respublikonų partija,Juozas DINGELIS,3,3
Respublikonų partija,Danutė MARTINKĖNIENĖ,4,4
Respublikonų partija,Inga ČERNIŪTĖ,5,5
Respublikonų partija,Mindaugas VALKIŪNAS,6,10
Respublikonų partija,Leonas ALESIONKA,7,8
Respublikonų partija,Alfonsas VAIŠVILA,8,7
Respublikonų partija,Gražina BOGDANSKIENĖ,9,6
Respublikonų partija,Artūras POVILAITIS,10,15
Respublikonų partija,Dalė POŠKIENĖ,11,11
Respublikonų partija,Tadas VALKIŪNAS,12,38
Respublikonų partija,Violeta GEMBICKA,13,9
Respublikonų partija,Rimantas NARKŪNAS,14,17
Respublikonų partija,Albina KAVALIAUSKAITĖ,15,13
Respublikonų partija,Paulius ZABIELSKAS,16,21
Respublikonų partija,Audronė GIGIENĖ,17,12
Respublikonų partija,Violeta SEILIUVIENĖ,18,14
Respublikonų partija,Oksana SLAPŠIENĖ,19,16
Respublikonų partija,Edis BUDGINAS,20,18
Respublikonų partija,Regina MILIAUSKIENĖ,21,19
Respublikonų partija,Jonas SADOVSKIS,22,20
Respublikonų partija,Jolanda PETKUVIENĖ,23,22
Respublikonų partija,Gintaras GRIGARAVIČIUS,24,23
Respublikonų partija,Dainora GRUZDIENĖ,25,24
Respublikonų partija,Alvydas AUGUSTINAITIS,26,25
Respublikonų partija,Rūta ZIENIENĖ,27,26
Respublikonų partija,Danguolė GASILIAUSKIENĖ,28,27
Respublikonų partija,Aidas GRICIUS,29,28
Respublikonų partija,Juozas ŠLYŽIUS,30,29
Respublikonų partija,Rita KARPENKIENĖ,31,30
Respublikonų partija,Arūnas MARTINKĖNAS,32,31
Respublikonų partija,Eligija NORKIENĖ-PAPLAUSKĖ,33,32
Respublikonų partija,Algimantas JASULAITIS,34,33
Respublikonų partija,Ričardas GREVIŠKIS,35,34
Respublikonų partija,Rasa MISIENĖ,36,35
Respublikonų partija,Ilona POPLAVSKAJA,37,36
Respublikonų partija,Nijolė JURKUVIENĖ,38,37
Respublikonų partija,Tomas SALIAMONAS,39,39
Respublikonų partija,Sandra ADOMAITIENĖ,40,40
Respublikonų partija,Aušra ABRAMAVIČIENĖ,41,41
Respublikonų partija,Arvydas RAKAUSKAS,42,42
Respublikonų partija,Zita JAKUBYNIENĖ,43,43
Respublikonų partija,Marius KARALIŪNAS,44,44
Respublikonų partija,Odilija LEKŠAITĖ,45,45
Respublikonų partija,Edita NAVAKAUSKIENĖ,46,46
Respublikonų partija,Janas JUREVIČIUS,47,47
Respublikonų partija,Laimis BIKAUSKAS,48,48
Respublikonų partija,Kazys Vytautas LAURUŠEVIČIUS,49,49
Respublikonų partija,Domantas ČIRVINSKAS,50,50
Respublikonų partija,Rytis ZABIELSKAS,51,51
Respublikonų partija,Mindaugas KARLONAS,52,52
Respublikonų partija,Aura BARTAŠKIENĖ,53,54
Respublikonų partija,Oleg KAUŠINIS,54,56
Respublikonų partija,Linas IMBRAZAS,55,57
Respublikonų partija,Zita KLIKNIENĖ,56,58
Respublikonų partija,Ingrida JANKAUSKIENĖ,57,59
