ID,Apygarda,Apylinkė
220051,Varėnos - Eišiškių (Nr.70) rinkimų apygarda,Puvočių (Nr.8) rinkimų apylinkė
220052,Varėnos - Eišiškių (Nr.70) rinkimų apygarda,Krūminių (Nr.10) rinkimų apylinkė
220053,Varėnos - Eišiškių (Nr.70) rinkimų apygarda,Matuizų (Nr.11) rinkimų apylinkė
220054,Varėnos - Eišiškių (Nr.70) rinkimų apygarda,Gudakiemio (Nr.13) rinkimų apylinkė
220055,Varėnos - Eišiškių (Nr.70) rinkimų apygarda,Merkinės (Nr.15) rinkimų apylinkė
220056,Varėnos - Eišiškių (Nr.70) rinkimų apygarda,Vilkiautinio (Nr.17) rinkimų apylinkė
220057,Zarasų - Visagino (Nr.52) rinkimų apygarda,Salako (Nr.9) rinkimų apylinkė
220058,Zarasų - Visagino (Nr.52) rinkimų apygarda,Samanių (Nr.10) rinkimų apylinkė
220059,Zarasų - Visagino (Nr.52) rinkimų apygarda,Dimitriškių (Nr.12) rinkimų apylinkė
220060,Zarasų - Visagino (Nr.52) rinkimų apygarda,Štadvilių (Nr.15) rinkimų apylinkė
220061,Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Dysnos (Nr.5) rinkimų apylinkė
220062,Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Dūkšto (Nr.6) rinkimų apylinkė
220063,Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Gilūtų (Nr.7) rinkimų apylinkė
220064,Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Grybėnų (Nr.8) rinkimų apylinkė
220065,Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Ignalinos Centro (Nr.9) rinkimų apylinkė
220066,Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Ignalinos (Nr.10) rinkimų apylinkė
220067,Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Kaniūkų (Nr.11) rinkimų apylinkė
220068,Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Kazitiškio (Nr.12) rinkimų apylinkė
220069,Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Kazokinės (Nr.13) rinkimų apylinkė
220070,Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Linkmenų (Nr.14) rinkimų apylinkė
220071,Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Mažėnų (Nr.15) rinkimų apylinkė
220072,Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Meikštų (Nr.16) rinkimų apylinkė
220073,Jonavos (Nr.60) rinkimų apygarda,Bibliotekos (Nr.4) rinkimų apylinkė
220074,Jonavos (Nr.60) rinkimų apygarda,Senamiesčio (Nr.6) rinkimų apylinkė
220075,Jonavos (Nr.60) rinkimų apygarda,Saulutės (Nr.7) rinkimų apylinkė
220076,Jonavos (Nr.60) rinkimų apygarda,Mokyklos (Nr.8) rinkimų apylinkė
220077,Jonavos (Nr.60) rinkimų apygarda,Ateities (Nr.9) rinkimų apylinkė
220078,Jonavos (Nr.60) rinkimų apygarda,Kalnų (Nr.10) rinkimų apylinkė
220079,Jonavos (Nr.60) rinkimų apygarda,Lakštingalų (Nr.11) rinkimų apylinkė
220080,Jonavos (Nr.60) rinkimų apygarda,Lietavos (Nr.12) rinkimų apylinkė
220081,Jonavos (Nr.60) rinkimų apygarda,Baldininkų (Nr.13) rinkimų apylinkė
220082,Jonavos (Nr.60) rinkimų apygarda,Ruklos (Nr.14) rinkimų apylinkė
220083,Jonavos (Nr.60) rinkimų apygarda,Bukonių (Nr.15) rinkimų apylinkė
220084,Jonavos (Nr.60) rinkimų apygarda,Liepių (Nr.16) rinkimų apylinkė
220085,Jonavos (Nr.60) rinkimų apygarda,Batėgalos (Nr.17) rinkimų apylinkė
220086,Jonavos (Nr.60) rinkimų apygarda,Juškonių (Nr.20) rinkimų apylinkė
220087,Jonavos (Nr.60) rinkimų apygarda,Kuigalių (Nr.21) rinkimų apylinkė
220088,Varėnos - Eišiškių (Nr.70) rinkimų apygarda,Šilo (Nr.38) rinkimų apylinkė
220089,Šakių (Nr.64) rinkimų apygarda,Daržininkų (Nr.23) rinkimų apylinkė
220090,Šakių (Nr.64) rinkimų apygarda,Sūdavos (Nr.25) rinkimų apylinkė
220091,Vilkaviškio (Nr.68) rinkimų apygarda,Pilviškių (Nr.31) rinkimų apylinkė
220092,Vilkaviškio (Nr.68) rinkimų apygarda,Vilkaviškio  rytų (Nr.1) rinkimų apylinkė
220093,Vilkaviškio (Nr.68) rinkimų apygarda,Vilkaviškio pietų (Nr.2) rinkimų apylinkė
220094,Vilkaviškio (Nr.68) rinkimų apygarda,Vilkaviškio vakarų (Nr.3) rinkimų apylinkė
220095,Vilkaviškio (Nr.68) rinkimų apygarda,Vilkaviškio šiaurės (Nr.4) rinkimų apylinkė
220096,Vilkaviškio (Nr.68) rinkimų apygarda,Kybartų rytų (Nr.5) rinkimų apylinkė
220097,Vilkaviškio (Nr.68) rinkimų apygarda,Kybartų vakarų (Nr.6) rinkimų apylinkė
220098,Vilkaviškio (Nr.68) rinkimų apygarda,Virbalio (Nr.7) rinkimų apylinkė
220099,Vilkaviškio (Nr.68) rinkimų apygarda,Virbalio kaimiškoji (Nr.22) rinkimų apylinkė
220100,Vilkaviškio (Nr.68) rinkimų apygarda,Klausučių (Nr.24) rinkimų apylinkė
220101,Vilkaviškio (Nr.68) rinkimų apygarda,Karalkrėslio (Nr.26) rinkimų apylinkė
220102,Vilkaviškio (Nr.68) rinkimų apygarda,Pajevonio (Nr.27) rinkimų apylinkė
220103,Vilkaviškio (Nr.68) rinkimų apygarda,Alksnėnų (Nr.28) rinkimų apylinkė
220104,Vilkaviškio (Nr.68) rinkimų apygarda,Opšrūtų (Nr.29) rinkimų apylinkė
220105,Vilkaviškio (Nr.68) rinkimų apygarda,Paežerių (Nr.30) rinkimų apylinkė
220106,Vilkaviškio (Nr.68) rinkimų apygarda,Alvito (Nr.33) rinkimų apylinkė
220107,Vilkaviškio (Nr.68) rinkimų apygarda,Giedrių (Nr.34) rinkimų apylinkė
220108,Vilkaviškio (Nr.68) rinkimų apygarda,Serdokų (Nr.36) rinkimų apylinkė
220109,Vilkaviškio (Nr.68) rinkimų apygarda,Uosių (Nr.37) rinkimų apylinkė
220110,Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Čekoniškių (Nr.6) rinkimų apylinkė
220111,Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Dūkštų (Nr.13) rinkimų apylinkė
220112,Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Maišiagalos (Nr.20) rinkimų apylinkė
220113,Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Karvio (Nr.21) rinkimų apylinkė
220114,Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Rudausių (Nr.30) rinkimų apylinkė
220115,Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Eitminiškių (Nr.32) rinkimų apylinkė
220116,Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Paberžės (Nr.33) rinkimų apylinkė
220117,Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Glitiškių (Nr.34) rinkimų apylinkė
220118,Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Visalaukės (Nr.35) rinkimų apylinkė
220119,Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Didžiosios Riešės (Nr.36) rinkimų apylinkė
220120,Danės (Nr.19) rinkimų apygarda,Šilojų (Nr.25) rinkimų apylinkė
220121,Danės (Nr.19) rinkimų apygarda,Girulių (Nr.59) rinkimų apylinkė
220122,Danės (Nr.19) rinkimų apygarda,Molo (Nr.60) rinkimų apylinkė
220123,Danės (Nr.19) rinkimų apygarda,Jūreivių (Nr.62) rinkimų apylinkė
220124,Danės (Nr.19) rinkimų apygarda,Prekybos uosto (Nr.63) rinkimų apylinkė
220125,Danės (Nr.19) rinkimų apygarda,S.Daukanto (Nr.64) rinkimų apylinkė
220126,Danės (Nr.19) rinkimų apygarda,Kuršių (Nr.65) rinkimų apylinkė
220127,Danės (Nr.19) rinkimų apygarda,Politechnikos (Nr.66) rinkimų apylinkė
220128,Baltijos (Nr.20) rinkimų apygarda,Klaipėdos Vandens (Nr.21) rinkimų apylinkė
220129,Baltijos (Nr.20) rinkimų apygarda,Rumpiškių (Nr.22) rinkimų apylinkė
220130,Baltijos (Nr.20) rinkimų apygarda,Aitvaro (Nr.23) rinkimų apylinkė
220131,Baltijos (Nr.20) rinkimų apygarda,Draugystės (Nr.27) rinkimų apylinkė
220132,Baltijos (Nr.20) rinkimų apygarda,Švyturio (Nr.29) rinkimų apylinkė
220133,Baltijos (Nr.20) rinkimų apygarda,Olimpijos (Nr.30) rinkimų apylinkė
220134,Baltijos (Nr.20) rinkimų apygarda,Aušros (Nr.33) rinkimų apylinkė
220135,Baltijos (Nr.20) rinkimų apygarda,Nykštuko (Nr.35) rinkimų apylinkė
220136,Baltijos (Nr.20) rinkimų apygarda,Gedminų (Nr.37) rinkimų apylinkė
220137,Baltijos (Nr.20) rinkimų apygarda,Vėtrungės (Nr.38) rinkimų apylinkė
220138,Baltijos (Nr.20) rinkimų apygarda,Menų mokyklos (Nr.45) rinkimų apylinkė
220139,Marių (Nr.21) rinkimų apygarda,Želmenėlio (Nr.54) rinkimų apylinkė
220140,Marių (Nr.21) rinkimų apygarda,Brožynų (Nr.55) rinkimų apylinkė
220141,Marių (Nr.21) rinkimų apygarda,Laukininkai (Nr.56) rinkimų apylinkė
220142,Marių (Nr.21) rinkimų apygarda,Berželio (Nr.58) rinkimų apylinkė
220143,Marių (Nr.21) rinkimų apygarda,Volungėlės (Nr.67) rinkimų apylinkė
220144,Marių (Nr.21) rinkimų apygarda,Bandužių (Nr.68) rinkimų apylinkė
220145,Pajūrio (Nr.22) rinkimų apygarda,Sulupės (Nr.14) rinkimų apylinkė
220146,Pajūrio (Nr.22) rinkimų apygarda,Pamario (Nr.40) rinkimų apylinkė
220147,Pajūrio (Nr.22) rinkimų apygarda,Smiltelės (Nr.50) rinkimų apylinkė
220148,Pajūrio (Nr.22) rinkimų apygarda,Alksnynės (Nr.51) rinkimų apylinkė
220149,Pajūrio (Nr.22) rinkimų apygarda,Kopų (Nr.1) rinkimų apylinkė
220150,Dzūkijos (Nr.69) rinkimų apygarda,Miklusėnų (Nr.4) rinkimų apylinkė
220151,Dzūkijos (Nr.69) rinkimų apygarda,Luksnėnų (Nr.6) rinkimų apylinkė
220152,Karoliniškių (Nr.8) rinkimų apygarda,Sietyno (Nr.360) rinkimų apylinkė
220153,Karoliniškių (Nr.8) rinkimų apygarda,A. P. Kavoliuko (Nr.361) rinkimų apylinkė
220154,Karoliniškių (Nr.8) rinkimų apygarda,V. Vaitkaus (Nr.362) rinkimų apylinkė
220155,Karoliniškių (Nr.8) rinkimų apygarda,A. J. Povilaičio (Nr.363) rinkimų apylinkė
220156,Karoliniškių (Nr.8) rinkimų apygarda,Laisvės (Nr.364) rinkimų apylinkė
220157,Pajūrio (Nr.22) rinkimų apygarda,Smėlio (Nr.2) rinkimų apylinkė
220158,Pajūrio (Nr.22) rinkimų apygarda,Pušų (Nr.3) rinkimų apylinkė
220159,Pajūrio (Nr.22) rinkimų apygarda,Kaštonų (Nr.1) rinkimų apylinkė
220160,Pajūrio (Nr.22) rinkimų apygarda,Ateities (Nr.2) rinkimų apylinkė
220161,Pajūrio (Nr.22) rinkimų apygarda,Saulės (Nr.3) rinkimų apylinkė
220162,Pajūrio (Nr.22) rinkimų apygarda,Vilniaus (Nr.4) rinkimų apylinkė
220163,Pajūrio (Nr.22) rinkimų apygarda,Aikštės (Nr.5) rinkimų apylinkė
220164,Pajūrio (Nr.22) rinkimų apygarda,Kauno (Nr.6) rinkimų apylinkė
220165,Pajūrio (Nr.22) rinkimų apygarda,Jūros (Nr.7) rinkimų apylinkė
220166,Nevėžio (Nr.26) rinkimų apygarda,Geležinkelio (Nr.1) rinkimų apylinkė
220167,Nevėžio (Nr.26) rinkimų apygarda,Šiaulių (Nr.3) rinkimų apylinkė
220168,Nevėžio (Nr.26) rinkimų apygarda,Šermukšnių (Nr.5) rinkimų apylinkė
220169,Nevėžio (Nr.26) rinkimų apygarda,V. Žemkalnio (Nr.6) rinkimų apylinkė
220170,Nevėžio (Nr.26) rinkimų apygarda,Laisvės (Nr.8) rinkimų apylinkė
220171,Nevėžio (Nr.26) rinkimų apygarda,Poliklinikos (Nr.9) rinkimų apylinkė
220172,Nevėžio (Nr.26) rinkimų apygarda,Danutės (Nr.11) rinkimų apylinkė
220173,Nevėžio (Nr.26) rinkimų apygarda,Tulpių (Nr.12) rinkimų apylinkė
220174,Vakarinė (Nr.27) rinkimų apygarda,Pilėnai (Nr.13) rinkimų apylinkė
220175,Vakarinė (Nr.27) rinkimų apygarda,Nemuno (Nr.14) rinkimų apylinkė
220176,Vakarinė (Nr.27) rinkimų apygarda,Šermuto (Nr.16) rinkimų apylinkė
220177,Vakarinė (Nr.27) rinkimų apygarda,Parko (Nr.17) rinkimų apylinkė
220178,Vakarinė (Nr.27) rinkimų apygarda,Dariaus ir Girėno (Nr.18) rinkimų apylinkė
220179,Vakarinė (Nr.27) rinkimų apygarda,A. Lipniūno (Nr.19) rinkimų apylinkė
220180,Vakarinė (Nr.27) rinkimų apygarda,Žvaigždutės (Nr.21) rinkimų apylinkė
220181,Vakarinė (Nr.27) rinkimų apygarda,Statybininkų (Nr.22) rinkimų apylinkė
220182,Aušros (Nr.23) rinkimų apygarda,J.Janonio (Nr.13) rinkimų apylinkė
220183,Aušros (Nr.23) rinkimų apygarda,Kražių (Nr.18) rinkimų apylinkė
220184,Aušros (Nr.23) rinkimų apygarda,Ragainės (Nr.24) rinkimų apylinkė
220185,Saulės (Nr.24) rinkimų apygarda,Linkuvos (Nr.20) rinkimų apylinkė
220186,Ukmergės (Nr.61) rinkimų apygarda,Vytauto (Nr.5) rinkimų apylinkė
220187,Ukmergės (Nr.61) rinkimų apygarda,S.Daukanto (Nr.1) rinkimų apylinkė
220188,Ukmergės (Nr.61) rinkimų apygarda,Anykščių (Nr.2) rinkimų apylinkė
220189,Ukmergės (Nr.61) rinkimų apygarda,J.Basanavičiaus (Nr.4) rinkimų apylinkė
220190,Ukmergės (Nr.61) rinkimų apygarda,Klaipėdos (Nr.7) rinkimų apylinkė
220191,Ukmergės (Nr.61) rinkimų apygarda,Transporto (Nr.8) rinkimų apylinkė
220192,Ukmergės (Nr.61) rinkimų apygarda,Smėlių (Nr.10) rinkimų apylinkė
220193,Ukmergės (Nr.61) rinkimų apygarda,Krekšlių (Nr.11) rinkimų apylinkė
220194,Ukmergės (Nr.61) rinkimų apygarda,Linų (Nr.12) rinkimų apylinkė
220195,Ukmergės (Nr.61) rinkimų apygarda,Pašilės (Nr.14) rinkimų apylinkė
220196,Ukmergės (Nr.61) rinkimų apygarda,Siesikų (Nr.15) rinkimų apylinkė
220197,Ukmergės (Nr.61) rinkimų apygarda,Taujėnų (Nr.18) rinkimų apylinkė
220198,Ukmergės (Nr.61) rinkimų apygarda,Vidiškių (Nr.21) rinkimų apylinkė
220199,Ukmergės (Nr.61) rinkimų apygarda,Deltuvos (Nr.23) rinkimų apylinkė
220200,Ukmergės (Nr.61) rinkimų apygarda,Dainavos (Nr.24) rinkimų apylinkė
220201,Ukmergės (Nr.61) rinkimų apygarda,Maironio (Nr.3) rinkimų apylinkė
220202,Ukmergės (Nr.61) rinkimų apygarda,Kęstučio (Nr.6) rinkimų apylinkė
220203,Ukmergės (Nr.61) rinkimų apygarda,Kauno (Nr.9) rinkimų apylinkė
220204,Ukmergės (Nr.61) rinkimų apygarda,Pivonijos (Nr.13) rinkimų apylinkė
220205,Ukmergės (Nr.61) rinkimų apygarda,Balelių (Nr.19) rinkimų apylinkė
220206,Ukmergės (Nr.61) rinkimų apygarda,Rečionių (Nr.22) rinkimų apylinkė
220207,Ukmergės (Nr.61) rinkimų apygarda,Krikštėnų (Nr.33) rinkimų apylinkė
220208,Ukmergės (Nr.61) rinkimų apygarda,Lyduokių (Nr.26) rinkimų apylinkė
220209,Ukmergės (Nr.61) rinkimų apygarda,Pabaisko (Nr.28) rinkimų apylinkė
220210,Ukmergės (Nr.61) rinkimų apygarda,Kulniškių (Nr.29) rinkimų apylinkė
220211,Ukmergės (Nr.61) rinkimų apygarda,Šešuolių (Nr.30) rinkimų apylinkė
220212,Ukmergės (Nr.61) rinkimų apygarda,Liaušių (Nr.31) rinkimų apylinkė
220213,Ukmergės (Nr.61) rinkimų apygarda,Antakalnio (Nr.32) rinkimų apylinkė
220214,Ukmergės (Nr.61) rinkimų apygarda,Laičių (Nr.34) rinkimų apylinkė
220215,Ukmergės (Nr.61) rinkimų apygarda,Veprių (Nr.35) rinkimų apylinkė
220216,Ukmergės (Nr.61) rinkimų apygarda,Želvos (Nr.37) rinkimų apylinkė
220217,Ukmergės (Nr.61) rinkimų apygarda,Žemaitkiemio (Nr.40) rinkimų apylinkė
220398,Zarasų - Visagino (Nr.52) rinkimų apygarda,Balsai suskaičiuoti rinkimų apygardoje (Nr.0) rinkimų apylinkė
220399,Ignalinos - Švenčionių (Nr.53) rinkimų apygarda,Balsai suskaičiuoti rinkimų apygardoje (Nr.0) rinkimų apylinkė
